path,filename,true_style,true_artist,style_dist,artist_dist,outlier_score
data/wikiart/Romanticism/paul-cezanne_luncheon-on-the-grass-1869.jpg,paul-cezanne_luncheon-on-the-grass-1869.jpg,Romanticism,paul-cezanne,0.7705,0.9047,0.8376
data/wikiart/Impressionism/john-singer-sargent_perseus-florence.jpg,john-singer-sargent_perseus-florence.jpg,Impressionism,john-singer-sargent,0.8365,0.8376,0.8371
data/wikiart/Impressionism/edgar-degas_beach-at-ebbe-1870.jpg,edgar-degas_beach-at-ebbe-1870.jpg,Impressionism,edgar-degas,0.761,0.9126,0.8368
data/wikiart/Romanticism/orest-kiprensky_flood-in-st-petersburg-1824.jpg,orest-kiprensky_flood-in-st-petersburg-1824.jpg,Romanticism,orest-kiprensky,0.8379,0.829,0.8335
data/wikiart/Impressionism/konstantin-korovin_trading-pier-in-the-capital-city-sketch-of-set-for-c-pugni-s-ballet-1912.jpg,konstantin-korovin_trading-pier-in-the-capital-city-sketch-of-set-for-c-pugni-s-ballet-1912.jpg,Impressionism,konstantin-korovin,0.8682,0.7971,0.8327
data/wikiart/Art_Nouveau_Modern/gustav-klimt_the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall.jpg,gustav-klimt_the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall.jpg,Art_Nouveau_Modern,gustav-klimt,0.8691,0.7954,0.8322
data/wikiart/Naive_Art_Primitivism/marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,Naive_Art_Primitivism,marc-chagall,0.8408,0.8209,0.8309
data/wikiart/Impressionism/edgar-degas_jockey-1882.jpg,edgar-degas_jockey-1882.jpg,Impressionism,edgar-degas,0.9019,0.7597,0.8308
data/wikiart/Expressionism/pablo-picasso_minotaur-caressing-a-sleeping-woman.jpg,pablo-picasso_minotaur-caressing-a-sleeping-woman.jpg,Expressionism,pablo-picasso,0.8393,0.8221,0.8307
data/wikiart/Art_Nouveau_Modern/alphonse-mucha_self-portrait-1907.jpg,alphonse-mucha_self-portrait-1907.jpg,Art_Nouveau_Modern,alphonse-mucha,0.877,0.7758,0.8264
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_ledenets-1919.jpg,nicholas-roerich_ledenets-1919.jpg,Art_Nouveau_Modern,nicholas-roerich,0.8316,0.8138,0.8227
data/wikiart/Post_Impressionism/vincent-van-gogh_blossoming-acacia-branches-1890(1).jpg,vincent-van-gogh_blossoming-acacia-branches-1890(1).jpg,Post_Impressionism,vincent-van-gogh,0.699,0.944,0.8215
data/wikiart/Rococo/joshua-reynolds_anne-dashwood-detail.jpg,joshua-reynolds_anne-dashwood-detail.jpg,Rococo,joshua-reynolds,0.7999,0.8428,0.8213
data/wikiart/Symbolism/kuzma-petrov-vodkin_roofs-1923.jpg,kuzma-petrov-vodkin_roofs-1923.jpg,Symbolism,kuzma-petrov-vodkin,0.9431,0.6872,0.8151
data/wikiart/Impressionism/camille-pissarro_market-at-gisors-rue-cappeville.jpg,camille-pissarro_market-at-gisors-rue-cappeville.jpg,Impressionism,camille-pissarro,0.8576,0.7725,0.815
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_scarlet-sails-overseas-guests.jpg,nicholas-roerich_scarlet-sails-overseas-guests.jpg,Art_Nouveau_Modern,nicholas-roerich,0.7834,0.8452,0.8143
data/wikiart/Impressionism/henri-matisse_green-needles-on-the-cross-javernaz-1901.jpg,henri-matisse_green-needles-on-the-cross-javernaz-1901.jpg,Impressionism,henri-matisse,0.8476,0.7778,0.8127
data/wikiart/Realism/ilya-repin_african-motiff.jpg,ilya-repin_african-motiff.jpg,Realism,ilya-repin,0.8264,0.7976,0.812
data/wikiart/Realism/salvador-dali_living-still-life.jpg,salvador-dali_living-still-life.jpg,Realism,salvador-dali,0.9609,0.6598,0.8103
data/wikiart/Symbolism/odilon-redon_self-portrait-1880.jpg,odilon-redon_self-portrait-1880.jpg,Symbolism,odilon-redon,0.8743,0.7398,0.8071
data/wikiart/Realism/gustave-courbet_the-huntsman-s-picnic-1858.jpg,gustave-courbet_the-huntsman-s-picnic-1858.jpg,Realism,gustave-courbet,0.9199,0.694,0.8069
data/wikiart/Realism/aleksey-savrasov_tropical-plants-1854.jpg,aleksey-savrasov_tropical-plants-1854.jpg,Realism,aleksey-savrasov,0.9339,0.6795,0.8067
data/wikiart/Realism/anders-zorn_grandmother-1892.jpg,anders-zorn_grandmother-1892.jpg,Realism,anders-zorn,0.772,0.8376,0.8048
data/wikiart/Symbolism/odilon-redon_five-studies-of-female-nudes.jpg,odilon-redon_five-studies-of-female-nudes.jpg,Symbolism,odilon-redon,0.8503,0.7533,0.8018
data/wikiart/Art_Nouveau_Modern/egon-schiele_self-portrait-with-spread-fingers-1909.jpg,egon-schiele_self-portrait-with-spread-fingers-1909.jpg,Art_Nouveau_Modern,egon-schiele,0.8315,0.7697,0.8006
data/wikiart/Post_Impressionism/salvador-dali_portrait-of-maria-carbona.jpg,salvador-dali_portrait-of-maria-carbona.jpg,Post_Impressionism,salvador-dali,0.8616,0.7381,0.7998
data/wikiart/Realism/john-singer-sargent_thistles.jpg,john-singer-sargent_thistles.jpg,Realism,john-singer-sargent,0.8396,0.7573,0.7984
data/wikiart/Impressionism/stefan-luchian_the-river-meadow-at-poduri-1909.jpg,stefan-luchian_the-river-meadow-at-poduri-1909.jpg,Impressionism,stefan-luchian,0.8754,0.7182,0.7968
data/wikiart/Impressionism/mary-cassatt_portrait-of-the-artist-s-mother-1890.jpg,mary-cassatt_portrait-of-the-artist-s-mother-1890.jpg,Impressionism,mary-cassatt,0.8937,0.6943,0.794
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_fight-with-the-dragon-1914.jpg,nicholas-roerich_fight-with-the-dragon-1914.jpg,Art_Nouveau_Modern,nicholas-roerich,0.7876,0.7981,0.7928
data/wikiart/Abstract_Expressionism/mark-tobey_two-men-walking-1964.jpg,mark-tobey_two-men-walking-1964.jpg,Abstract_Expressionism,mark-tobey,1.0171,0.5658,0.7915
data/wikiart/Expressionism/burhan-dogancay_nude-1951.jpg,burhan-dogancay_nude-1951.jpg,Expressionism,burhan-dogancay,0.6942,0.8872,0.7907
data/wikiart/Baroque/rembrandt_hansken-1637.jpg,rembrandt_hansken-1637.jpg,Baroque,rembrandt,0.8687,0.7095,0.7891
data/wikiart/Symbolism/konstantin-somov_overgrown-pond.jpg,konstantin-somov_overgrown-pond.jpg,Symbolism,konstantin-somov,0.8764,0.6996,0.788
data/wikiart/Symbolism/kuzma-petrov-vodkin_portrait-of-a-girl-1921.jpg,kuzma-petrov-vodkin_portrait-of-a-girl-1921.jpg,Symbolism,kuzma-petrov-vodkin,0.8431,0.7327,0.7879
data/wikiart/Realism/thomas-eakins_illustrated-letter-written-to-his-family-1866.jpg,thomas-eakins_illustrated-letter-written-to-his-family-1866.jpg,Realism,thomas-eakins,0.8905,0.6827,0.7866
data/wikiart/Romanticism/sir-lawrence-alma-tadema_the-epps-family-screen-1871.jpg,sir-lawrence-alma-tadema_the-epps-family-screen-1871.jpg,Romanticism,sir-lawrence-alma-tadema,0.9661,0.6037,0.7849
data/wikiart/Impressionism/salvador-dali_llaner-beach-in-cadaques.jpg,salvador-dali_llaner-beach-in-cadaques.jpg,Impressionism,salvador-dali,0.5383,1.0276,0.7829
data/wikiart/Romanticism/gustave-dore_the-childhood-of-pantagruel.jpg,gustave-dore_the-childhood-of-pantagruel.jpg,Romanticism,gustave-dore,0.7191,0.8449,0.782
data/wikiart/Realism/nicholas-roerich_wolves.jpg,nicholas-roerich_wolves.jpg,Realism,nicholas-roerich,0.8486,0.7066,0.7776
data/wikiart/Realism/boris-kustodiev_venice-quay-grand-canal-with-views-of-the-island-of-san-giorgio.jpg,boris-kustodiev_venice-quay-grand-canal-with-views-of-the-island-of-san-giorgio.jpg,Realism,boris-kustodiev,0.7943,0.7598,0.777
data/wikiart/Post_Impressionism/pablo-picasso_design-of-costume-for-pulcinella-1920.jpg,pablo-picasso_design-of-costume-for-pulcinella-1920.jpg,Post_Impressionism,pablo-picasso,0.7652,0.788,0.7766
data/wikiart/Impressionism/henri-de-toulouse-lautrec_dun-a-gordon-setter-belonging-to-comte-alphonse-de-toulouse-lautrec-1881.jpg,henri-de-toulouse-lautrec_dun-a-gordon-setter-belonging-to-comte-alphonse-de-toulouse-lautrec-1881.jpg,Impressionism,henri-de-toulouse-lautrec,0.5973,0.9555,0.7764
data/wikiart/Realism/salvador-dali_back-the-girl.jpg,salvador-dali_back-the-girl.jpg,Realism,salvador-dali,0.9777,0.5745,0.7761
data/wikiart/Romanticism/sir-lawrence-alma-tadema_maria-magdalena-1854.jpg,sir-lawrence-alma-tadema_maria-magdalena-1854.jpg,Romanticism,sir-lawrence-alma-tadema,0.7355,0.8149,0.7752
data/wikiart/Expressionism/andre-derain_black-scarf-1935.jpg,andre-derain_black-scarf-1935.jpg,Expressionism,andre-derain,0.8645,0.6857,0.7751
data/wikiart/Realism/nicholas-roerich_issuance-of-head.jpg,nicholas-roerich_issuance-of-head.jpg,Realism,nicholas-roerich,0.7755,0.774,0.7748
data/wikiart/Realism/nicholas-roerich_yellow-arhaluk-huntsman-merry-old-gentleman-musket-of-moscow-case-humorous-triptych-1894.jpg,nicholas-roerich_yellow-arhaluk-huntsman-merry-old-gentleman-musket-of-moscow-case-humorous-triptych-1894.jpg,Realism,nicholas-roerich,0.7293,0.8183,0.7738
data/wikiart/Realism/camille-corot_corot-in-the-studio-of-constant-dutilleux-1856.jpg,camille-corot_corot-in-the-studio-of-constant-dutilleux-1856.jpg,Realism,camille-corot,0.7194,0.8281,0.7737
data/wikiart/Impressionism/edgar-degas_view-of-naples-1860.jpg,edgar-degas_view-of-naples-1860.jpg,Impressionism,edgar-degas,0.7716,0.7746,0.7731
data/wikiart/Expressionism/edvard-munch_kiss-iv-1902.jpg,edvard-munch_kiss-iv-1902.jpg,Expressionism,edvard-munch,0.7406,0.8036,0.7721
data/wikiart/Art_Nouveau_Modern/ferdinand-hodler_pulling-soldiers-1908.jpg,ferdinand-hodler_pulling-soldiers-1908.jpg,Art_Nouveau_Modern,ferdinand-hodler,0.9293,0.6134,0.7713
data/wikiart/Mannerism_Late_Renaissance/maerten-van-heemskerck_hanging-gardens-of-babylon.jpg,maerten-van-heemskerck_hanging-gardens-of-babylon.jpg,Mannerism_Late_Renaissance,maerten-van-heemskerck,0.8822,0.6594,0.7708
data/wikiart/Impressionism/carlos-saenz-de-tejada_girl-seen-from-behind-luisita-1917.jpg,carlos-saenz-de-tejada_girl-seen-from-behind-luisita-1917.jpg,Impressionism,carlos-saenz-de-tejada,0.8822,0.6584,0.7703
data/wikiart/Realism/nicholas-roerich_cursory-sketch-of-three-figures-by-bonfire.jpg,nicholas-roerich_cursory-sketch-of-three-figures-by-bonfire.jpg,Realism,nicholas-roerich,0.8781,0.6618,0.77
data/wikiart/Realism/edouard-manet_the-barque-of-dante-copy-after-delacroix-1854.jpg,edouard-manet_the-barque-of-dante-copy-after-delacroix-1854.jpg,Realism,edouard-manet,0.7912,0.7475,0.7693
data/wikiart/Realism/mikhail-vrubel_odessa-harbour-1885.jpg,mikhail-vrubel_odessa-harbour-1885.jpg,Realism,mikhail-vrubel,0.6233,0.915,0.7691
data/wikiart/New_Realism/william-james-glackens_merry-christmas-1910.jpg,william-james-glackens_merry-christmas-1910.jpg,New_Realism,william-james-glackens,0.8582,0.6783,0.7683
data/wikiart/Impressionism/kimon-loghi_girl-from-tassos-island-1906.jpg,kimon-loghi_girl-from-tassos-island-1906.jpg,Impressionism,kimon-loghi,0.8944,0.6415,0.768
data/wikiart/Romanticism/edwin-henry-landseer_general-phipps-mrs-norton-and-2nd-baron-alvanley-at-the-theatre.jpg,edwin-henry-landseer_general-phipps-mrs-norton-and-2nd-baron-alvanley-at-the-theatre.jpg,Romanticism,edwin-henry-landseer,0.862,0.6728,0.7674
data/wikiart/Symbolism/odilon-redon_yachts-at-royan-1902.jpg,odilon-redon_yachts-at-royan-1902.jpg,Symbolism,odilon-redon,0.8051,0.7281,0.7666
data/wikiart/Realism/nicholas-roerich_in-a-foreign-bank.jpg,nicholas-roerich_in-a-foreign-bank.jpg,Realism,nicholas-roerich,0.6038,0.9284,0.7661
data/wikiart/Northern_Renaissance/jean-fouquet_tapestry-of-the-winged-deers.jpg,jean-fouquet_tapestry-of-the-winged-deers.jpg,Northern_Renaissance,jean-fouquet,0.8779,0.6528,0.7654
data/wikiart/Realism/vasily-polenov_the-river-valley-in-bulgaria-1883.jpg,vasily-polenov_the-river-valley-in-bulgaria-1883.jpg,Realism,vasily-polenov,0.8522,0.6752,0.7637
data/wikiart/Expressionism/yiannis-tsaroychis_asleep-beneath-the-fig-tree-and-a-chimney-1965.jpg,yiannis-tsaroychis_asleep-beneath-the-fig-tree-and-a-chimney-1965.jpg,Expressionism,yiannis-tsaroychis,0.908,0.6184,0.7632
data/wikiart/Romanticism/sir-lawrence-alma-tadema_dr-washington-epps-my-doctor-1885.jpg,sir-lawrence-alma-tadema_dr-washington-epps-my-doctor-1885.jpg,Romanticism,sir-lawrence-alma-tadema,0.8559,0.6693,0.7626
data/wikiart/Realism/boris-kustodiev_portrait-of-barin-laputin-1922.jpg,boris-kustodiev_portrait-of-barin-laputin-1922.jpg,Realism,boris-kustodiev,0.9127,0.6106,0.7616
data/wikiart/Early_Renaissance/sandro-botticelli_illustration-to-the-divine-comedy-inferno-1480(1).jpg,sandro-botticelli_illustration-to-the-divine-comedy-inferno-1480(1).jpg,Early_Renaissance,sandro-botticelli,0.7843,0.7387,0.7615
data/wikiart/Expressionism/pablo-picasso_fernande-with-shawl-1906.jpg,pablo-picasso_fernande-with-shawl-1906.jpg,Expressionism,pablo-picasso,0.8302,0.6925,0.7613
data/wikiart/Realism/salvador-dali_the-chemist-of-ampurden-in-search-of-absolutely-nothing-1936-oil-on-panel-1936.jpg,salvador-dali_the-chemist-of-ampurden-in-search-of-absolutely-nothing-1936-oil-on-panel-1936.jpg,Realism,salvador-dali,0.8883,0.6334,0.7608
data/wikiart/Impressionism/childe-hassam_mrs-hassam-knitting.jpg,childe-hassam_mrs-hassam-knitting.jpg,Impressionism,childe-hassam,0.7397,0.7811,0.7604
data/wikiart/Realism/isaac-levitan_italian-houses-with-trees-1890.jpg,isaac-levitan_italian-houses-with-trees-1890.jpg,Realism,isaac-levitan,0.8104,0.7094,0.7599
data/wikiart/Contemporary_Realism/richard-whitney_sandy-laughner-jr.jpg,richard-whitney_sandy-laughner-jr.jpg,Contemporary_Realism,richard-whitney,0.9292,0.5902,0.7597
data/wikiart/Post_Impressionism/vincent-van-gogh_the-langlois-bridge-at-arles-1888.jpg,vincent-van-gogh_the-langlois-bridge-at-arles-1888.jpg,Post_Impressionism,vincent-van-gogh,0.8064,0.712,0.7592
data/wikiart/Impressionism/gregoire-boonzaier_cottages-figures-1964.jpg,gregoire-boonzaier_cottages-figures-1964.jpg,Impressionism,gregoire-boonzaier,0.9261,0.5916,0.7589
data/wikiart/Symbolism/viktor-vasnetsov_portrait-of-zinaida-median-1909.jpg,viktor-vasnetsov_portrait-of-zinaida-median-1909.jpg,Symbolism,viktor-vasnetsov,0.8533,0.6641,0.7587
data/wikiart/Romanticism/paul-cezanne_river-in-the-plain.jpg,paul-cezanne_river-in-the-plain.jpg,Romanticism,paul-cezanne,0.8903,0.6252,0.7578
data/wikiart/Symbolism/odilon-redon_angel-executions.jpg,odilon-redon_angel-executions.jpg,Symbolism,odilon-redon,0.8708,0.6439,0.7574
data/wikiart/Expressionism/richard-gerstl_lake-traunsee-with-the-schlafende-griechin-mountain(1).jpg,richard-gerstl_lake-traunsee-with-the-schlafende-griechin-mountain(1).jpg,Expressionism,richard-gerstl,0.9104,0.6028,0.7566
data/wikiart/Realism/nicholas-roerich_head-of-zeus-1893.jpg,nicholas-roerich_head-of-zeus-1893.jpg,Realism,nicholas-roerich,0.8332,0.6796,0.7564
data/wikiart/Post_Impressionism/pierre-bonnard_my-companions.jpg,pierre-bonnard_my-companions.jpg,Post_Impressionism,pierre-bonnard,0.7955,0.7162,0.7558
data/wikiart/Romanticism/thomas-cole_the-fountain-no-10-the-wounded-indian-slaking-his-death-thirst-1843.jpg,thomas-cole_the-fountain-no-10-the-wounded-indian-slaking-his-death-thirst-1843.jpg,Romanticism,thomas-cole,0.77,0.7412,0.7556
data/wikiart/Realism/camille-corot_interior-of-the-cathedral-of-st-etienne-sens.jpg,camille-corot_interior-of-the-cathedral-of-st-etienne-sens.jpg,Realism,camille-corot,0.8207,0.6892,0.755
data/wikiart/Impressionism/maurice-prendergast_woman-on-ship-deck-looking-out-to-sea-also-known-as-girl-at-ship-s-rail.jpg,maurice-prendergast_woman-on-ship-deck-looking-out-to-sea-also-known-as-girl-at-ship-s-rail.jpg,Impressionism,maurice-prendergast,0.7247,0.7853,0.755
data/wikiart/Post_Impressionism/pablo-picasso_curtain-for-the-ballet-parade-1917.jpg,pablo-picasso_curtain-for-the-ballet-parade-1917.jpg,Post_Impressionism,pablo-picasso,0.6767,0.8316,0.7542
data/wikiart/Pop_Art/robert-silvers_young-male-nude.jpg,robert-silvers_young-male-nude.jpg,Pop_Art,robert-silvers,1.0424,0.4657,0.7541
data/wikiart/Realism/boris-kustodiev_merchant.jpg,boris-kustodiev_merchant.jpg,Realism,boris-kustodiev,0.826,0.6807,0.7534
data/wikiart/Impressionism/t.-c.-steele_the-christ-child-and-the-infant-st-john-after-rubens-1883.jpg,t.-c.-steele_the-christ-child-and-the-infant-st-john-after-rubens-1883.jpg,Impressionism,t.-c.-steele,0.8924,0.6145,0.7534
data/wikiart/Symbolism/franz-stuck_illustration-for-magazine-die-gartenlaube-1892.jpg,franz-stuck_illustration-for-magazine-die-gartenlaube-1892.jpg,Symbolism,franz-stuck,0.8633,0.642,0.7526
data/wikiart/Symbolism/kuzma-petrov-vodkin_over-a-cliff-1920.jpg,kuzma-petrov-vodkin_over-a-cliff-1920.jpg,Symbolism,kuzma-petrov-vodkin,0.7685,0.7345,0.7515
data/wikiart/Romanticism/karl-bryullov_an-interrupted-date(1).jpg,karl-bryullov_an-interrupted-date(1).jpg,Romanticism,karl-bryullov,0.8885,0.6146,0.7515
data/wikiart/Romanticism/paul-cezanne_achille-emperaire.jpg,paul-cezanne_achille-emperaire.jpg,Romanticism,paul-cezanne,0.9093,0.5923,0.7508
data/wikiart/Post_Impressionism/pyotr-konchalovsky_the-woman-in-front-of-a-mirror-1923-1.jpg,pyotr-konchalovsky_the-woman-in-front-of-a-mirror-1923-1.jpg,Post_Impressionism,pyotr-konchalovsky,0.7931,0.7085,0.7508
data/wikiart/Romanticism/william-holman-hunt_distant-view-of-nazareth-1861.jpg,william-holman-hunt_distant-view-of-nazareth-1861.jpg,Romanticism,william-holman-hunt,1.0277,0.4732,0.7504
data/wikiart/Impressionism/auguste-rodin_untitled(2).jpg,auguste-rodin_untitled(2).jpg,Impressionism,auguste-rodin,0.9067,0.594,0.7503
data/wikiart/Post_Impressionism/henri-de-toulouse-lautrec_self-portrait-caricature-1885.jpg,henri-de-toulouse-lautrec_self-portrait-caricature-1885.jpg,Post_Impressionism,henri-de-toulouse-lautrec,0.8374,0.6633,0.7503
data/wikiart/Realism/vincent-van-gogh_sorrow-1882.jpg,vincent-van-gogh_sorrow-1882.jpg,Realism,vincent-van-gogh,0.8508,0.6474,0.7491
data/wikiart/Expressionism/mstislav-dobuzhinsky_vilnius-nocturnal-scene.jpg,mstislav-dobuzhinsky_vilnius-nocturnal-scene.jpg,Expressionism,mstislav-dobuzhinsky,0.8741,0.621,0.7476
data/wikiart/Realism/salvador-dali_still-life.jpg,salvador-dali_still-life.jpg,Realism,salvador-dali,0.7809,0.7132,0.7471
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_sketches-of-costumes-for-prince-igor.jpg,nicholas-roerich_sketches-of-costumes-for-prince-igor.jpg,Art_Nouveau_Modern,nicholas-roerich,0.742,0.7517,0.7468
data/wikiart/Symbolism/odilon-redon_head-of-a-martyr-1877.jpg,odilon-redon_head-of-a-martyr-1877.jpg,Symbolism,odilon-redon,0.7716,0.7221,0.7468
data/wikiart/Realism/thomas-eakins_anatomical-studies.jpg,thomas-eakins_anatomical-studies.jpg,Realism,thomas-eakins,0.7445,0.7478,0.7462
data/wikiart/Romanticism/edward-burne-jones_daniel-1873.jpg,edward-burne-jones_daniel-1873.jpg,Romanticism,edward-burne-jones,0.8445,0.6478,0.7462
data/wikiart/Post_Impressionism/wu-guanzhong_scenery-of-guilin-1973.jpg,wu-guanzhong_scenery-of-guilin-1973.jpg,Post_Impressionism,wu-guanzhong,0.7854,0.7067,0.7461
data/wikiart/Expressionism/carlos-saenz-de-tejada_portrait-of-eduardo-santonja-rosales.jpg,carlos-saenz-de-tejada_portrait-of-eduardo-santonja-rosales.jpg,Expressionism,carlos-saenz-de-tejada,0.8786,0.6136,0.7461
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_ancient-life-1904.jpg,nicholas-roerich_ancient-life-1904.jpg,Art_Nouveau_Modern,nicholas-roerich,0.7421,0.7497,0.7459
data/wikiart/Art_Nouveau_Modern/alexandre-benois_venetian-celebration-of-the-xvi-century-fragment-set-design-for-an-unrealized-ballet-the(1).jpg,alexandre-benois_venetian-celebration-of-the-xvi-century-fragment-set-design-for-an-unrealized-ballet-the(1).jpg,Art_Nouveau_Modern,alexandre-benois,0.8497,0.6409,0.7453
data/wikiart/Abstract_Expressionism/morris-louis_untitled-d233b-1949.jpg,morris-louis_untitled-d233b-1949.jpg,Abstract_Expressionism,morris-louis,0.6559,0.8347,0.7453
data/wikiart/Romanticism/jan-matejko_still-life.jpg,jan-matejko_still-life.jpg,Romanticism,jan-matejko,0.7076,0.7804,0.744
data/wikiart/Expressionism/zinaida-serebriakova_marrakech-view-from-the-terrace-at-the-atlas-mountains-1928.jpg,zinaida-serebriakova_marrakech-view-from-the-terrace-at-the-atlas-mountains-1928.jpg,Expressionism,zinaida-serebriakova,0.8153,0.6639,0.7396
data/wikiart/Symbolism/ferdinand-hodler_landscape.jpg,ferdinand-hodler_landscape.jpg,Symbolism,ferdinand-hodler,0.8603,0.618,0.7392
data/wikiart/Impressionism/claude-monet_the-dinner-1869.jpg,claude-monet_the-dinner-1869.jpg,Impressionism,claude-monet,0.6812,0.7929,0.7371
data/wikiart/Art_Nouveau_Modern/filipp-malyavin_turks.jpg,filipp-malyavin_turks.jpg,Art_Nouveau_Modern,filipp-malyavin,0.6711,0.8003,0.7357
