path,filename,true_style,true_artist,style_dist,artist_dist,outlier_score
data/wikiart/Romanticism/paul-cezanne_luncheon-on-the-grass-1869.jpg,paul-cezanne_luncheon-on-the-grass-1869.jpg,Romanticism,paul-cezanne,0.7705,0.9047,0.8376
data/wikiart/Impressionism/john-singer-sargent_perseus-florence.jpg,john-singer-sargent_perseus-florence.jpg,Impressionism,john-singer-sargent,0.8365,0.8376,0.8371
data/wikiart/Impressionism/edgar-degas_beach-at-ebbe-1870.jpg,edgar-degas_beach-at-ebbe-1870.jpg,Impressionism,edgar-degas,0.761,0.9126,0.8368
data/wikiart/Romanticism/orest-kiprensky_flood-in-st-petersburg-1824.jpg,orest-kiprensky_flood-in-st-petersburg-1824.jpg,Romanticism,orest-kiprensky,0.8379,0.829,0.8335
data/wikiart/Impressionism/konstantin-korovin_trading-pier-in-the-capital-city-sketch-of-set-for-c-pugni-s-ballet-1912.jpg,konstantin-korovin_trading-pier-in-the-capital-city-sketch-of-set-for-c-pugni-s-ballet-1912.jpg,Impressionism,konstantin-korovin,0.8682,0.7971,0.8327
data/wikiart/Art_Nouveau_Modern/gustav-klimt_the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall.jpg,gustav-klimt_the-beethoven-frieze-the-longing-for-happiness-finds-repose-in-poetry-right-wall.jpg,Art_Nouveau_Modern,gustav-klimt,0.8691,0.7954,0.8322
data/wikiart/Naive_Art_Primitivism/marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,Naive_Art_Primitivism,marc-chagall,0.8408,0.8209,0.8309
data/wikiart/Impressionism/edgar-degas_jockey-1882.jpg,edgar-degas_jockey-1882.jpg,Impressionism,edgar-degas,0.9019,0.7597,0.8308
data/wikiart/Expressionism/pablo-picasso_minotaur-caressing-a-sleeping-woman.jpg,pablo-picasso_minotaur-caressing-a-sleeping-woman.jpg,Expressionism,pablo-picasso,0.8393,0.8221,0.8307
data/wikiart/Art_Nouveau_Modern/alphonse-mucha_self-portrait-1907.jpg,alphonse-mucha_self-portrait-1907.jpg,Art_Nouveau_Modern,alphonse-mucha,0.877,0.7758,0.8264
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_ledenets-1919.jpg,nicholas-roerich_ledenets-1919.jpg,Art_Nouveau_Modern,nicholas-roerich,0.8316,0.8138,0.8227
data/wikiart/Post_Impressionism/vincent-van-gogh_blossoming-acacia-branches-1890(1).jpg,vincent-van-gogh_blossoming-acacia-branches-1890(1).jpg,Post_Impressionism,vincent-van-gogh,0.699,0.944,0.8215
data/wikiart/Rococo/joshua-reynolds_anne-dashwood-detail.jpg,joshua-reynolds_anne-dashwood-detail.jpg,Rococo,joshua-reynolds,0.7999,0.8428,0.8213
data/wikiart/Symbolism/kuzma-petrov-vodkin_roofs-1923.jpg,kuzma-petrov-vodkin_roofs-1923.jpg,Symbolism,kuzma-petrov-vodkin,0.9431,0.6872,0.8151
data/wikiart/Impressionism/camille-pissarro_market-at-gisors-rue-cappeville.jpg,camille-pissarro_market-at-gisors-rue-cappeville.jpg,Impressionism,camille-pissarro,0.8576,0.7725,0.815
data/wikiart/Art_Nouveau_Modern/nicholas-roerich_scarlet-sails-overseas-guests.jpg,nicholas-roerich_scarlet-sails-overseas-guests.jpg,Art_Nouveau_Modern,nicholas-roerich,0.7834,0.8452,0.8143
data/wikiart/Impressionism/henri-matisse_green-needles-on-the-cross-javernaz-1901.jpg,henri-matisse_green-needles-on-the-cross-javernaz-1901.jpg,Impressionism,henri-matisse,0.8476,0.7778,0.8127
data/wikiart/Realism/ilya-repin_african-motiff.jpg,ilya-repin_african-motiff.jpg,Realism,ilya-repin,0.8264,0.7976,0.812
data/wikiart/Realism/salvador-dali_living-still-life.jpg,salvador-dali_living-still-life.jpg,Realism,salvador-dali,0.9609,0.6598,0.8103
data/wikiart/Symbolism/odilon-redon_self-portrait-1880.jpg,odilon-redon_self-portrait-1880.jpg,Symbolism,odilon-redon,0.8743,0.7398,0.8071
data/wikiart/Realism/gustave-courbet_the-huntsman-s-picnic-1858.jpg,gustave-courbet_the-huntsman-s-picnic-1858.jpg,Realism,gustave-courbet,0.9199,0.694,0.8069
data/wikiart/Realism/aleksey-savrasov_tropical-plants-1854.jpg,aleksey-savrasov_tropical-plants-1854.jpg,Realism,aleksey-savrasov,0.9339,0.6795,0.8067
data/wikiart/Realism/anders-zorn_grandmother-1892.jpg,anders-zorn_grandmother-1892.jpg,Realism,anders-zorn,0.772,0.8376,0.8048
